Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,ATC LEVEL,Is Drug Class,Semantic type UMLS property,ontology_type,cui_is_duplicate
L04AD,Calcineurin inhibitors,,,False,C1562036,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/L04A,4.0,Y,http://purl.bioontology.org/ontology/STY/T121,ATC,False
C01BB03,tocainide,,,False,C0085237,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/C01BB,5.0,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,ATC,False
C10BA12,"pravastatin, ezetimibe and fenofibrate",,,False,C5577414,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/C10BA,5.0,,http://purl.bioontology.org/ontology/STY/T121,ATC,False
A02AD05,almasilate,,,False,C0051515,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T197,http://purl.bioontology.org/ontology/ATC/A02AD,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T197,ATC,False
R06AX32,sequifenadine,,,False,C2348186,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/R06AX,5.0,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,ATC,False
N01AH,Opioid anesthetics,,,False,C3653538,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/N01A,4.0,Y,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,ATC,False
L04AB03,afelimomab,,,False,C0966666,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T129|http://purl.bioontology.org/ontology/STY/T116,http://purl.bioontology.org/ontology/ATC/L04AB,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T129|http://purl.bioontology.org/ontology/STY/T116,ATC,False
D05BA01,trioxysalen,,,False,C0041086,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/D05BA,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,ATC,True
A06AH01,methylnaltrexone bromide,,,False,C2343921,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/A06AH,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,ATC,False
N03AX13,pheneturide,,,False,C0059837,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/N03AX,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,ATC,False
C10BA10,bempedoic acid and ezetimibe,,,False,C5242093,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/C10BA,5.0,,http://purl.bioontology.org/ontology/STY/T121,ATC,False
A10XA,Aldose reductase inhibitors used in diabetes,Aldose reductase inhibitors,,False,C3653979,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/A10X,4.0,Y,http://purl.bioontology.org/ontology/STY/T121,ATC,False
L01FX11,bermekimab,,,False,C4542166,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T129|http://purl.bioontology.org/ontology/STY/T116,http://purl.bioontology.org/ontology/ATC/L01FX,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T129|http://purl.bioontology.org/ontology/STY/T116,ATC,False
G03AA,"Progestogens and estrogen systemic contraceptives, fixed combinations","Progestogens and estrogens, fixed combinations",,False,C3540746,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T125|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/G03A,4.0,Y,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T125|http://purl.bioontology.org/ontology/STY/T121,ATC,False
V10XA03,iodine (131I) omburtamab,,,False,C1541591,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T129|http://purl.bioontology.org/ontology/STY/T116,http://purl.bioontology.org/ontology/ATC/V10XA,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T129|http://purl.bioontology.org/ontology/STY/T116,ATC,False
L01FG,VEGF/VEGFR (Vascular Endothelial Growth Factor / -Receptor) inhibitors,,,False,C5577422,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/L01F,4.0,Y,http://purl.bioontology.org/ontology/STY/T121,ATC,False
B01AA08,ethyl biscoumacetate,,,False,C0015056,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/B01AA,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,ATC,False
G03AA10,gestodene and ethinylestradiol,,,False,C1630394,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/G03AA,5.0,,http://purl.bioontology.org/ontology/STY/T121,ATC,True
M03BC51,"orphenadrine, combinations",,,False,C2014108,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/M03BC,5.0,,http://purl.bioontology.org/ontology/STY/T121,ATC,False
J07BD01,"measles, live attenuated",,,False,C0770689,http://purl.bioontology.org/ontology/STY/T129|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/J07BD,5.0,,http://purl.bioontology.org/ontology/STY/T129|http://purl.bioontology.org/ontology/STY/T121,ATC,False
L03AX23,motixafortide,,,False,C5139777,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/L03AX,5.0,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,ATC,False
M03BB53,"chlorzoxazone, combinations excl. psycholeptics",,,False,C3653212,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/M03BB,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,ATC,False
C07FX06,carvedilol and ivabradine,,,False,C4301608,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/C07FX,5.0,,http://purl.bioontology.org/ontology/STY/T121,ATC,False
J01CR04,sultamicillin,,,False,C2930041,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/J01CR,5.0,,http://purl.bioontology.org/ontology/STY/T121,ATC,False
D09AA11,benzalkonium,,,False,C0005025,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/D09AA,5.0,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,ATC,True
R02AA20,various antiseptic throat preparations,various,,False,C3540766,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/R02AA,5.0,,http://purl.bioontology.org/ontology/STY/T121,ATC,False
G03AA07,levonorgestrel and ethinylestradiol,,,False,C0717761,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/G03AA,5.0,,http://purl.bioontology.org/ontology/STY/T121,ATC,True
C01CA06,phenylephrine,,,False,C0031469,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/C01CA,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,ATC,True
H05AA02,teriparatide,,,False,C0070093,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T125|http://purl.bioontology.org/ontology/STY/T116,http://purl.bioontology.org/ontology/ATC/H05AA,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T125|http://purl.bioontology.org/ontology/STY/T116,ATC,False
R03BC01,cromoglicic acid,,,False,C0086073,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/R03BC,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,ATC,True
N05AH01,loxapine,,,False,C0024056,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/N05AH,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,ATC,False
V09IA06,technetium (99mTc) arcitumomab,,,False,C0758542,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T130,http://purl.bioontology.org/ontology/ATC/V09IA,5.0,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T130,ATC,False
C09BA15,zofenopril and diuretics,,,False,C3653074,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/C09BA,5.0,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,ATC,False
M05BB09,ibandronic acid and colecalciferol,,,False,C4759131,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/M05BB,5.0,,http://purl.bioontology.org/ontology/STY/T121,ATC,False
L01AB02,treosulfan,,,False,C0076959,http://purl.bioontology.org/ontology/STY/T131|http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/L01AB,5.0,,http://purl.bioontology.org/ontology/STY/T131|http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,ATC,False
J05AR25,lamivudine and dolutegravir,,,False,C4765557,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/J05AR,5.0,,http://purl.bioontology.org/ontology/STY/T121,ATC,False
R03CC05,hexoprenaline,,,False,C0019476,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/R03CC,5.0,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,ATC,True
G03FA09,noretynodrel and estrogen,,,False,C3652734,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/G03FA,5.0,,http://purl.bioontology.org/ontology/STY/T121,ATC,False
C01DX05,carbocromen,,,False,C0008593,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/C01DX,5.0,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,ATC,False
N01AX07,etomidate,,,False,C0015131,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/N01AX,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,ATC,False
L01XA01,cisplatin,,,False,C0008838,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T197,http://purl.bioontology.org/ontology/ATC/L01XA,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T197,ATC,False
R03AK15,salbutamol and budesonide,,,False,C5881828,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/R03AK,5.0,,http://purl.bioontology.org/ontology/STY/T121,ATC,False
N06AB09,etoperidone,,,False,C0059873,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/N06AB,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,ATC,False
D06BX03,tirbanibulin,,,False,C5239395,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/D06BX,5.0,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,ATC,False
V08AB06,iotrolan,,,False,C0123865,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T130,http://purl.bioontology.org/ontology/ATC/V08AB,5.0,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T130,ATC,False
J01XE03,furazidin,,,False,C0878309,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/J01XE,5.0,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,ATC,False
S01AE09,tosufloxacin,,,False,C0076843,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T195,http://purl.bioontology.org/ontology/ATC/S01AE,5.0,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T195,ATC,True
L01CD51,paclitaxel and encequidar,,,False,C5783060,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/L01CD,5.0,,http://purl.bioontology.org/ontology/STY/T121,ATC,False
H02,CORTICOSTEROIDS FOR SYSTEMIC USE,,,False,C3653708,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T125|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/H,2.0,Y,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T125|http://purl.bioontology.org/ontology/STY/T121,ATC,False
H02A,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",,,False,C3653774,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/H02,3.0,Y,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,ATC,False
H02C,ANTIADRENAL PREPARATIONS,,,False,C3653305,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/H02,3.0,Y,http://purl.bioontology.org/ontology/STY/T121,ATC,False
H02B,"CORTICOSTEROIDS FOR SYSTEMIC USE, COMBINATIONS",,,False,C3653742,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T125|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/H02,3.0,Y,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T125|http://purl.bioontology.org/ontology/STY/T121,ATC,True
G04BX,Other urologicals in ATC,Other urologicals,,False,C3653948,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/G04B,4.0,Y,http://purl.bioontology.org/ontology/STY/T121,ATC,False
C03CB,"Sulfonamides and potassium in combination, high-ceiling diruetics, excluding thiazides",Sulfonamides and potassium in combination,,False,C3540033,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/C03C,4.0,Y,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,ATC,False
V09GA05,technetium (99mTc) furifosmin,,,False,C3652463,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T130,http://purl.bioontology.org/ontology/ATC/V09GA,5.0,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T130,ATC,False
J06BA01,"immunoglobulins, normal human, for extravascular adm.",,,False,C3652961,http://purl.bioontology.org/ontology/STY/T129|http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T116,http://purl.bioontology.org/ontology/ATC/J06BA,5.0,,http://purl.bioontology.org/ontology/STY/T129|http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T116,ATC,False
G03FB,"Progestogens and estrogens, sequential preparations",,,False,C3540749,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T125|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/G03F,4.0,Y,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T125|http://purl.bioontology.org/ontology/STY/T121,ATC,False
J01XX03,clofoctol,,,False,C0055915,http://purl.bioontology.org/ontology/STY/T195|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/J01XX,5.0,,http://purl.bioontology.org/ontology/STY/T195|http://purl.bioontology.org/ontology/STY/T109,ATC,False
V08AC03,ioglycamic acid,,,False,C0022003,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T130,http://purl.bioontology.org/ontology/ATC/V08AC,5.0,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T130,ATC,False
M01AE19,loxoprofen,,,False,C0065199,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/M01AE,5.0,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,ATC,True
A06AD03,magnesium peroxide,,,False,C0771691,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T197,http://purl.bioontology.org/ontology/ATC/A06AD,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T197,ATC,True
C01DA08,isosorbide dinitrate,,,False,C0022252,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/C01DA,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,ATC,True
L01BB02,mercaptopurine,,,False,C0000618,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T114,http://purl.bioontology.org/ontology/ATC/L01BB,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T114,ATC,False
L03AX05,pidotimod,,,False,C0081002,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/L03AX,5.0,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,ATC,False
P02CC02,oxantel,,,False,C0069734,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/P02CC,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,ATC,False
S01XA04,potassium iodide,,,False,C0032831,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T197,http://purl.bioontology.org/ontology/ATC/S01XA,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T197,ATC,True
M01AG01,mefenamic acid,,,False,C0025152,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/M01AG,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,ATC,False
G01AD03,ascorbic acid,,,False,C0003968,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T127,http://purl.bioontology.org/ontology/ATC/G01AD,5.0,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T127,ATC,True
C01DX02,prenylamine,,,False,C0033059,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/C01DX,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,ATC,False
J07AG54,"haemophilus influenza B, combinations with meningococcus C,Y, conjugated",,,False,C5577410,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/J07AG,5.0,,http://purl.bioontology.org/ontology/STY/T121,ATC,False
A02,DRUGS FOR ACID RELATED DISORDERS,,,False,C3653499,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/A,2.0,Y,http://purl.bioontology.org/ontology/STY/T121,ATC,False
A02B,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),,,False,C3653594,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/A02,3.0,Y,http://purl.bioontology.org/ontology/STY/T121,ATC,False
A02X,OTHER DRUGS FOR ACID RELATED DISORDERS in ATC,OTHER DRUGS FOR ACID RELATED DISORDERS,,False,C3653940,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/A02,3.0,Y,http://purl.bioontology.org/ontology/STY/T121,ATC,False
A02A,ANTACIDS,,,False,C0003138,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/A02,3.0,Y,http://purl.bioontology.org/ontology/STY/T121,ATC,False
C04AC,"Nicotinic acid and derivatives, peripheral vasodilators",Nicotinic acid and derivatives,,False,C3539192,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/C04A,4.0,Y,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,ATC,False
A12CB,Zinc Supplements,Zinc,,False,C3541396,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/A12C,4.0,Y,http://purl.bioontology.org/ontology/STY/T121,ATC,False
C04AB01,phentolamine,,,False,C0031448,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/C04AB,5.0,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,ATC,True
S01BC03,diclofenac,,,False,C0012091,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/S01BC,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,ATC,True
J02AA01,amphotericin B,,,False,C0002679,http://purl.bioontology.org/ontology/STY/T195|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/J02AA,5.0,,http://purl.bioontology.org/ontology/STY/T195|http://purl.bioontology.org/ontology/STY/T109,ATC,True
B01AA12,fluindione,,,False,C0117899,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/B01AA,5.0,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,ATC,False
D10AD03,adapalene,,,False,C0165631,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/D10AD,5.0,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,ATC,False
J05AX25,baloxavir marboxil,,,False,C4688747,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/J05AX,5.0,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,ATC,False
N05BA02,chlordiazepoxide,,,False,C0008188,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/N05BA,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,ATC,False
D06AX11,rifaximin,,,False,C0073374,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/D06AX,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,ATC,True
C04,PERIPHERAL VASODILATORS,,,False,C0724804,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/C,2.0,Y,http://purl.bioontology.org/ontology/STY/T121,ATC,True
C04A,PERIPHERAL VASODILATORS,,,False,C0724804,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/C04,3.0,Y,http://purl.bioontology.org/ontology/STY/T121,ATC,True
C01EB23,tiazotic acid,,,False,C4301629,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/C01EB,5.0,,http://purl.bioontology.org/ontology/STY/T121,ATC,False
C07EB,"Beta blocking agents, selective, and vasodilators",,,False,C3653605,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/C07E,4.0,Y,http://purl.bioontology.org/ontology/STY/T121,ATC,False
A10AD05,insulin aspart,,,False,C0123677,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T125|http://purl.bioontology.org/ontology/STY/T116,http://purl.bioontology.org/ontology/ATC/A10AD,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T125|http://purl.bioontology.org/ontology/STY/T116,ATC,True
N06AB07,alaproclate,,,False,C0051086,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/N06AB,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,ATC,False
C02AC02,guanfacine,,,False,C0079466,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/C02AC,5.0,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,ATC,False
V04CM01,gonadorelin,,,False,C0023610,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T125|http://purl.bioontology.org/ontology/STY/T116,http://purl.bioontology.org/ontology/ATC/V04CM,5.0,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T125|http://purl.bioontology.org/ontology/STY/T116,ATC,True
A03DC,Other antispasmodics in combination with analgesics in ATC,Other antispasmodics in combination with analgesics,,False,C3653895,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/A03D,4.0,Y,http://purl.bioontology.org/ontology/STY/T121,ATC,False
C10BX04,"simvastatin, acetylsalicylic acid and ramipril",,,False,C3652712,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/C10BX,5.0,,http://purl.bioontology.org/ontology/STY/T121,ATC,False
J01RA03,cefuroxime and metronidazole,,,False,C0358865,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/J01RA,5.0,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,ATC,False
L01XX52,venetoclax,,,False,C4079830,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/L01XX,5.0,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,ATC,False
